FILENAME,SEC_CHECKBOX,SEC_SUBJECT,CHECKBOX,TEXT_BOX_PAIR,MARK,HANDWRITTEN,SIGNATURE
D:/PareIT/Combined\18018_fax00708801_44a16778-92f1-44f0-95a6-4ae92c0bbbee.pdf\62-63,,,,,,,
D:/PareIT/Combined\18018_fax00708801_44a16778-92f1-44f0-95a6-4ae92c0bbbee.pdf\64-65,,,,,,,
D:/PareIT/Combined\18018_fax00708801_44a16778-92f1-44f0-95a6-4ae92c0bbbee.pdf\66-66,,,,,,,
D:/PareIT/Combined\18018_fax00708801_44a16778-92f1-44f0-95a6-4ae92c0bbbee.pdf\7-10,,,,,,,
D:/PareIT/Combined\18018_FAX_20180905_1536171074_141_b959419f-b86b-4aca-8f79-ae5cd53ffd86.pdf\2-4,,,,,,,1
D:/PareIT/Combined\18018_Medical Reports Chiang_c1608b17-1199-40c8-a740-dfda79a3381b.pdf\2-4,,,,,,,1
D:/PareIT/Combined\18020_Ravenswood Reports_b96d3954-4a2d-41b2-8375-11f22dd8cd49.pdf\1-4,,,,,,,
D:/PareIT/Combined\18020_Ravenswood Reports_b96d3954-4a2d-41b2-8375-11f22dd8cd49.pdf\13-17,,,,,,,
D:/PareIT/Combined\18020_Ravenswood Reports_b96d3954-4a2d-41b2-8375-11f22dd8cd49.pdf\5-8,,,,,,,
D:/PareIT/Combined\18020_Ravenswood Reports_b96d3954-4a2d-41b2-8375-11f22dd8cd49.pdf\9-12,,,,,,,
D:/PareIT/Combined\18021_Segment 001 of +15105492037-0110-134813-504_5c1b8d4d-3dd0-4282-8d25-6984ac79bca7.pdf\1-1,6,6,38,38,,26,2
D:/PareIT/Combined\18021_Segment 001 of +15105492037-0110-134813-504_a2c4a762-ffa3-484c-8320-42c72c38f4bd.pdf\1-1,2,2,13,13,,8,1
D:/PareIT/Combined\18022_ADRIANADORANTES_8cdeb849-3d67-4ab4-80aa-0cb6644bd740.pdf\1-7,,,,,,,
D:/PareIT/Combined\18022_adriana_ddf9fe65-369d-4bde-81e0-7bc482c9fe2d.pdf\1-1,,,,,,,
"D:/PareIT/Combined\18022_MRI of the cervical, lumbar request_4c8bd1ef-a66b-4dc6-a8e5-d12f7fbf0d91.pdf\1-1",,,,,,,
D:/PareIT/Combined\18022_report_6c706df4-ba90-42de-b9a8-e3aaf8d0ccc0.pdf\1-9,,,,,,,
D:/PareIT/Combined\18022_report_c8b141cc-77ea-4186-9963-791f962e6a9f.pdf\1-8,,,,,,,
D:/PareIT/Combined\18024_10.4.18 Hospital Notes_aa6187e9-214d-4240-81c6-b2d0cc4cd2d3.pdf\1-11,,,,,,,
D:/PareIT/Combined\18024_12.05.18 Check off list_2f867f86-8775-441f-bac1-35179b7faa46.pdf\1-1,,,,,,8,
D:/PareIT/Combined\18024_12.05.18 Check off list_2f867f86-8775-441f-bac1-35179b7faa46.pdf\2-2,,,,,3,3,
D:/PareIT/Combined\18024_12.05.18 Rx Xrayof Bilateral hands_66dfe8de-949a-4c3d-90f4-7e360ecbe9ae.pdf\1-1,,,,,,,
D:/PareIT/Combined\18024_Galvan Ricardo Initial Consult 12-05-2018_ef3cb1c6-4bb1-408d-ac0d-00689e958232.pdf\1-3,,,,,,,
"D:/PareIT/Combined\18024_Galvan, Ricardo Initial Consult 12-05-2018_a2176ebe-79c4-45c0-97c7-622603f29d38.pdf\1-3",,,,,,,
D:/PareIT/Combined\18027_12.05.18 Check off list_540b41e4-ff38-41ed-84b2-049302049318.pdf\1-2,,,,,1,4,
D:/PareIT/Combined\18027_12.05.18 Rx Physical therapy_c936acc9-a819-463e-aaf1-00e3609aab49.pdf\1-1,,,,,,,
"D:/PareIT/Combined\18027_Covin, Govinda Initial Consult 12-05-2018_9174abde-d3e7-480e-a44b-4082227e9a36.pdf\1-3",,,,,,,
D:/PareIT/Combined\18028_ENT Report_9123b6ce-d566-4f90-92b4-e6339349aa0b.pdf\1-4,,,,,,,1
D:/PareIT/Combined\18031_cristobal_6c4a6780-fbdb-4605-ac5d-da891e640360.pdf\1-1,,,,,,,
D:/PareIT/Combined\18031_Rodriguez 12-29-2018_7f064959-5615-48f4-b9cc-6c5cc21e391c.pdf\1-8,,,,,,,
D:/PareIT/Combined\18032_Segment 001 of 20181206153818_6d398e81-1d1b-43ab-b765-ec9115ec965c.pdf\1-2,,,,,,,
D:/PareIT/Combined\18032_Segment 001 of 20181206153818_fffc0b12-8b40-49d4-92ce-163656bf1882.pdf\1-2,,,,,,,1
D:/PareIT/Combined\18037_Doc1_98615238-e6bd-45d9-ab9b-d475448e3920.pdf\1-1,,,,,,,
D:/PareIT/Combined\18037_MRL_f27a75ed-6a30-4dcb-a797-d20d8b726412.pdf\1-3,,,,,,,1
D:/PareIT/Combined\18039_c.m.r-initial_1607b2c6-0c98-4b77-8c2d-b386d37ee471.pdf\1-4,,,,,,,1
D:/PareIT/Combined\18039_Cruz Maria- Orthopedic refferal_c598ebec-967a-460e-9cf8-111c28e84023.pdf\1-1,1,,3,3,,8,1
D:/PareIT/Combined\18039_CRUZ MARIA_5e5545d5-1773-4a15-b5cd-9563601624f9.pdf\1-1,,,,,,8,1
D:/PareIT/Combined\18039_CRUZ MARIA_5e5545d5-1773-4a15-b5cd-9563601624f9.pdf\2-2,,,,,,8,1
D:/PareIT/Combined\18040_mri report - lumbar- Ernesto_e888aee7-14d5-4528-9a49-8db6396b1645.pdf\1-3,,,,,,,
D:/PareIT/Combined\18040_ortho referral- Ernesto_a9b6caae-1983-4842-b788-8d5ff1e7294b.pdf\1-1,1,1,9,9,1,3,1
"D:/PareIT/Combined\18041_LOPEZ, GLADIS 11-6-18 REPORT_6a353e1b-3c3d-4926-9a4d-032d3288d649.PDF\1-2",,,,,,,
"D:/PareIT/Combined\18041_LOPEZ, GLADYS ORTHO REF.._de57a05f-b117-463a-b98a-7a9385ba8f84.pdf\1-1",3,2,11,11,,8,1
"D:/PareIT/Combined\18042_CROOM, CUASHELLE 121318PICON-f_2df1fa88-6094-4753-8c9b-a9b65170f9db.pdf\1-7",,,,,,,1
D:/PareIT/Combined\18042_MRI REPORT - LUMBAR (3)- croom_df6594ae-46b2-40e0-920b-e365deccec27.pdf\1-2,,,,,,,1
D:/PareIT/Combined\18042_MRI REPORT - RIGHT KNEE (3)-Croom_591336a5-465e-4cd9-96c7-ba64bf7a162b.pdf\1-2,,,,,,,1
D:/PareIT/Combined\18042_PM REFERRAL (3)- croom_b1c54581-b8d0-46f1-8c68-0c0a55f37561.pdf\1-1,1,1,9,9,1,6,1
"D:/PareIT/Combined\18051_Gates, Dedrick- mri prescription_6004286f-539c-419e-85ef-26cbdbf5c843.pdf\1-1",1,,3,3,,8,1
"D:/PareIT/Combined\18052_Gates, Nequenta initial report_292344ba-08ed-40c6-b8f2-54024b7d3eb0.pdf\1-6",,,,,,,
D:/PareIT/Combined\18053_Doctor-Records_15e4faae-e8c0-4fa1-839f-e23885d475b9.pdf\1-5,,,,,,,
D:/PareIT/Combined\18053_Doctor-Records_15e4faae-e8c0-4fa1-839f-e23885d475b9.pdf\6-6,,,,,,,
"D:/PareIT/Combined\18061_Gates, Desmond initial report 12-19-18_61f51422-b710-490f-8995-9cc59993292b.pdf\1-6",,,,,,,1
D:/PareIT/Combined\18070_ PD438275_c8a1ecdf-0eb2-4076-8450-3afe7cfe275c.pdf\1-2,,,,,,,
D:/PareIT/Combined\18072_Estrada- Yin Chin Report_3ff08568-0ba5-4af4-82e2-4c2aaf1b4852.pdf\1-1,,,,,,,
D:/PareIT/Combined\18072_Estrada- Yin Chin Report_3ff08568-0ba5-4af4-82e2-4c2aaf1b4852.pdf\10-10,,,,,,,
D:/PareIT/Combined\18072_Estrada- Yin Chin Report_3ff08568-0ba5-4af4-82e2-4c2aaf1b4852.pdf\2-2,,,,,,,
D:/PareIT/Combined\18072_Estrada- Yin Chin Report_3ff08568-0ba5-4af4-82e2-4c2aaf1b4852.pdf\3-3,,,,,,,
D:/PareIT/Combined\18072_Estrada- Yin Chin Report_3ff08568-0ba5-4af4-82e2-4c2aaf1b4852.pdf\4-4,,,,,,,
D:/PareIT/Combined\18072_Estrada- Yin Chin Report_3ff08568-0ba5-4af4-82e2-4c2aaf1b4852.pdf\5-5,,,,,,,
D:/PareIT/Combined\18072_Estrada- Yin Chin Report_3ff08568-0ba5-4af4-82e2-4c2aaf1b4852.pdf\6-6,,,,,,,
D:/PareIT/Combined\18072_Estrada- Yin Chin Report_3ff08568-0ba5-4af4-82e2-4c2aaf1b4852.pdf\7-7,,,,,,,
D:/PareIT/Combined\18072_Estrada- Yin Chin Report_3ff08568-0ba5-4af4-82e2-4c2aaf1b4852.pdf\8-8,,,,,,,
D:/PareIT/Combined\18072_Estrada- Yin Chin Report_3ff08568-0ba5-4af4-82e2-4c2aaf1b4852.pdf\9-9,,,,,,,
D:/PareIT/Combined\18072_Estrada-Rt Shoulder report_08a44a29-def3-4c9b-8bea-5750ed7eca03.pdf\1-2,,,,,,,
"D:/PareIT/Combined\18075_CAPASSO, LUIGI_SDR27474_SCPRCT_L WRIST_12-27-2018_333319.aj.lb.read-1231201892519_dcf37bc4-d4f7-43a3-b2f0-a1d1f368be2b.pdf\1-2",,,,,,,
D:/PareIT/Combined\18075_MRI of the right wrist_de8d9ab1-1534-42d3-b96b-26f1ab3a0f1e.pdf\1-2,,,,,,,
D:/PareIT/Combined\18076_Kimberly-Records_9ebd52cb-81d6-4fc1-bd8f-6dde56a55c34.pdf\1-2,,,,,,,
D:/PareIT/Combined\18076_Kimberly-Records_9ebd52cb-81d6-4fc1-bd8f-6dde56a55c34.pdf\4-7,,,,,,,1
D:/PareIT/Combined\18078_20181211103317352_e1f3b109-1ec3-46d0-a823-bafc309e4d57.pdf\1-9,,,,,,,2
D:/PareIT/Combined\18079_Segment 001 of +14082958061-0108-143823-045_1b864895-f42f-4c6a-b85b-9178872f82e3.pdf\1-1,2,,3,3,,,1
D:/PareIT/Combined\18079_Segment 001 of +14082958061-0108-144042-376_8f0e7728-2c68-4e81-8ed5-cdec2d96c5ae.pdf\1-3,,,,,,,1
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\19-25,,,,,,,3
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\26-28,,,,,,,
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\29-39,,,,,,,
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\40-41,,,,,,,
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\42-43,,,,,,,
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\44-48,,,,,,,
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\49-52,,,,,,,
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\53-58,,,,,,,
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\59-72,6,,28,28,,27,11
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\73-74,,,,,,5,
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\75-75,,,,,,5,
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\76-76,,,1,,5,22,
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\77-77,,,,,,,1
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\78-78,,,,,,,1
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\80-82,,,,,,,3
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\83-83,,,1,1,,,1
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\87-87,,,,,14,,1
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\88-88,1,1,,,6,12,
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\89-92,,,,,13,20,
D:/PareIT/Combined\180803_Pltf Resp to COLB RFP Set One.pdf\96-100,,,,,,,1
D:/PareIT/Combined\18080_report_d4b10bcc-a00a-4b4e-9eb9-e74c075780a5.pdf\1-8,,,,,,,
D:/PareIT/Combined\18080_Segment 001 of +15622851234-0108-113529-489_368ce9bc-6cb3-43f3-8225-0a4fde182666.pdf\1-2,,,,,,,
D:/PareIT/Combined\18080_Segment 001 of +15622851234-0108-113529-489_3c4b80ef-5db9-4d7d-8924-f04529be3c0b.pdf\1-1,,,,,,,
D:/PareIT/Combined\18080_Segment 001 of +15622851234-0108-113529-489_4e74c3ac-1bd4-464f-ab8a-7622b665981c.pdf\1-1,,,,,,,
D:/PareIT/Combined\18080_Segment 001 of +15622851234-0108-113529-489_8935274c-09d7-4c49-a88b-fb544b251157.pdf\1-1,,,,,,,
D:/PareIT/Combined\18080_Segment 001 of +15622851234-0108-113529-489_8a540dae-2e76-4a4f-ad03-4ddfa36e01fc.pdf\1-2,,,,,,,
D:/PareIT/Combined\18080_Segment 001 of +15622851234-0108-113529-489_dd134794-e2da-4fb5-818e-c2c6a7b52199.pdf\1-1,,,,,,,
D:/PareIT/Combined\18080_X-Ray & MRI_6af5e310-3b3b-4fdd-9e86-d82450f2ca52.pdf\1-1,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\1-7,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\11-14,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\15-36,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\37-37,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\38-38,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\39-39,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\40-40,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\41-41,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\42-42,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\43-43,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\44-45,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\46-47,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\48-49,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\50-50,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\51-51,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\52-52,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\53-53,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\54-54,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\55-55,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\56-56,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\57-57,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\58-58,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\59-60,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\61-61,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\62-64,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\65-66,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\67-68,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\69-69,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\70-92,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\8-10,,,,,,,
D:/PareIT/Combined\18082_Librado-Sharp Chula Vista Records_79fca30a-dc48-40aa-9400-52b93112c201.pdf\93-98,,,,,,,
D:/PareIT/Combined\18084_Consult Report_0939b09d-5e7d-490b-9f37-2b9ed0618502.pdf\1-3,,,,,,,1
D:/PareIT/Combined\18084_Physical Therapy order_8fae1cb5-b0b8-4cf0-b0a3-e64895d49dad.pdf\1-1,4,4,41,40,,5,1
D:/PareIT/Combined\18084_XR ORDER_3037a485-5da1-4d08-8ad6-42eae80346dd.pdf\1-1,4,1,15,15,,7,1
"D:/PareIT/Combined\18086_2. David Benitez-Roy Nini, M.D._dc41c0ca-d3c4-4d4d-8525-20abb2b84e62.pdf\1-2",,,,,,,
"D:/PareIT/Combined\18086_2. David Benitez-Roy Nini, M.D._dc41c0ca-d3c4-4d4d-8525-20abb2b84e62.pdf\3-4",,,,,,,
D:/PareIT/Combined\18086_David Benitez CS MRI_75978f6d-d7b0-49ff-9739-798e0ac4b788.pdf\1-3,,,,,,,1
D:/PareIT/Combined\18086_David Benitez L-SHOULDER MRI_d099056c-b4de-4d3d-916d-5e6aff36a36b.pdf\1-3,,,,,,,1
D:/PareIT/Combined\18086_David Benitez-Paul Lee M.D_ (002)_cc813b46-c8aa-42e5-83d7-5cc74c7fb9a1.pdf\1-2,,,,,,,
D:/PareIT/Combined\180906_FU Visit Note.pdf,,,,,,,1
D:/PareIT/Combined\18090_Dario Rios MRI prescription_66c5a5c5-2380-4978-be09-291fcec6ca30.pdf\1-1,1,,3,3,,8,1
"D:/PareIT/Combined\18090_Rios, Dario Initial report 12-20-18_0d35c05e-b959-4d4c-b94e-4aafb9b7c556.pdf\1-5",,,,,,,1
D:/PareIT/Combined\18092_Precise CS MRI- Medina_e6619fb9-4e0a-47dc-89f3-792330f4823e.pdf\1-3,,,,,,,1
D:/PareIT/Combined\18094_JASON WITTMAN RX_4f3d97a5-776f-439e-8ce1-1ea1b546a11e.pdf\1-1,,,5,5,,8,1
D:/PareIT/Combined\18094_Practice Fusion_526bd3cb-0794-4e0a-a10c-0582c3d0cba4.pdf\1-2,,,,,,,
D:/PareIT/Combined\18095_Alexis Alarcon Medical Records 1_5cad28b2-c3f9-4ae7-b9d2-7613f5fd6b16.pdf\1-6,,,,,,2,1
D:/PareIT/Combined\18095_Alexis Alarcon Medical Records 2_b06b615d-50ea-4eaa-9dd9-aaf8d5f6fd82.pdf\1-3,,,,,,2,2
D:/PareIT/Combined\18095_Alexis Alarcon Medical Records 3_a8342333-3e15-4091-8657-87709026c241.pdf\1-5,,,,,,,2
D:/PareIT/Combined\18095_Alexis Alarcon Medical Records 3_a8342333-3e15-4091-8657-87709026c241.pdf\6-11,7,7,2,2,10,12,
D:/PareIT/Combined\18095_Alexis Alarcon Medical Records 4_1d89add7-828a-4a10-a0c4-669b390b9309.pdf\1-5,,,,,,,2
D:/PareIT/Combined\181001_FU Report.pdf\1-3,,,,,,,1
D:/PareIT/Combined\181113_LS Microdecompression SX Report.pdf\1-3,,,,,,,1
D:/PareIT/Combined\181126_Report.pdf\1-3,,,,,,,1
D:/PareIT/Combined\18113_Saul Paz-initial_d2206afa-468a-47ce-a1cc-5506f19262b0.pdf\1-6,,,,,,,1
D:/PareIT/Combined\18113_Saul Paz-MRI prescription_83451061-55bc-4268-8c11-6038be2b7cbe.pdf\1-1,,,,,,7,1
D:/PareIT/Combined\18165_Joey Dayan-PT_e32be742-3437-4099-a59d-82be9a710b6f.pdf\1-1,1,,3,3,,10,1
D:/PareIT/Combined\18165_MRI- Joey_06e1050d-69bc-44f9-acb4-8ee158ec50a0.pdf\1-1,1,,3,3,,8,1
D:/PareIT/Combined\18171_Practice Fusion_783e0139-9569-4732-a0cb-cef0fac6a8ed.pdf\1-2,,,,,,,
D:/PareIT/Combined\18186_+16676004400-0107-114107-466_f53571c6-2a49-4342-a258-3206270ac28f.pdf\1-2,,,,,,,
D:/PareIT/Combined\18186_+19737671062-0107-114008-357_c9d656af-405e-4f9e-abfe-f497de54e49c.pdf\1-2,,,,,,,
D:/PareIT/Combined\18186_+19737671062-0107-114135-325_da5d982c-877f-4691-a4dd-18882a5ebbc4.pdf\1-2,,,,,,,
D:/PareIT/Combined\18186_MARIA ALDAZ PT_8fc8b27b-816a-4b3c-a55a-7258cd70bfa2.pdf\1-1,3,3,30,30,,5,1
D:/PareIT/Combined\18186_Maria Aldaz VS_8fccc1c1-1acd-4bf0-b58b-5f9e7e4c7d37.pdf\1-2,,,,,,,
D:/PareIT/Combined\18186_MARIA LUZ ALDAZ RX_8445dae9-ea8d-4bec-8de6-562e6aa19ac5.pdf\1-1,1,,5,5,,9,1
D:/PareIT/Combined\18188_MEDICAL REPORTS_5f624729-55ea-4c1b-98f2-0efe38fefd82.pdf\1-8,,,,,,,4
D:/PareIT/Combined\18188_MRI -right knee_8a85067e-3c07-4e36-90d8-150d335c09d3.pdf\2-3,,,,,,,
D:/PareIT/Combined\18200_MRI C-Spine 12.26_1d4a2f82-9a96-4a48-9975-e3a69c990113.pdf\1-2,,,,,,,
D:/PareIT/Combined\18200_MRI L-Spine_210e351d-e9cb-44ab-b3a1-b15a7ea122e2.pdf\1-2,,,,,,,
D:/PareIT/Combined\18207_Norma Mead (Case 2) MRI_6815b001-82c9-48a4-a59e-5036f5b8deee.pdf\1-1,1,,3,3,,6,
D:/PareIT/Combined\18207_Norma Mead (Case 2) XRAY ORDERS (002)_ef9c49d0-73c6-4ac2-b01e-603ab8c7c2c4.pdf\1-1,,,7,7,,6,1
D:/PareIT/Combined\18207_Norma Mead-prescription_2aad3428-ad3f-4215-b550-0b9db3903859.pdf\1-1,,,,,,6,1
D:/PareIT/Combined\18209_AdvancedPainManagement080318_d813c74d-8d82-4687-980b-12de6b70df4a.pdf\1-5,,,,,,,1
D:/PareIT/Combined\18209_AdvancedPainManagement082218_f7bd8447-bb88-4553-a4a3-11d806fd9e9f.pdf\1-5,,,,,,,1
D:/PareIT/Combined\18209_AdvancedPainManagement101118_509ffc2e-51f4-41d0-aa31-dd05e6b7f9c6.pdf\1-6,,,,,,,1
D:/PareIT/Combined\18209_Expert MRI -Cervical-Report_583a09ed-ce01-4f8a-b2fd-7f0740754511.pdf\1-3,,,,,4,,1
D:/PareIT/Combined\18209_Expert MRI -Cervical-Report_583a09ed-ce01-4f8a-b2fd-7f0740754511.pdf\4-6,,,,,4,,1
D:/PareIT/Combined\18209_GlendaleDiagnosticImageNetwork_89c19033-3831-4730-8c98-661b89fe12f6.pdf\1-1,,,,,,,
D:/PareIT/Combined\18210_J HERWICK VS_535d792b-0451-4f4c-bbfb-6185b909b4ad.pdf\1-1,,,,,,,
D:/PareIT/Combined\18210_JOY HERWICK RX_ccd95684-ae8b-4167-9b21-c4604f0aaae8.pdf\1-1,1,,5,5,,6,1
D:/PareIT/Combined\18210_Practice Fusion_80101fe2-f402-43b6-b6ea-3cca2741b061.pdf\1-2,,,,,,,
D:/PareIT/Combined\18213_CT REPORT - LEFT HIP-Gonzalez_b4adb456-e018-45b8-9ce0-3ec8100e2f7a.pdf\1-1,,,,,,,
D:/PareIT/Combined\18213_MRI REPORT - CERVICAL- Gonzalez_86674ad4-123a-491d-acf1-9d5ffbaaa89e.pdf\1-3,,,,,,,
D:/PareIT/Combined\18225_8.30.18_02ef6bc7-6cbc-444f-b59d-124868db2ca7.pdf\1-2,,,,,,,
D:/PareIT/Combined\18225_ALMA INITIAL_296ceaa7-5c09-4e0f-94ee-df9fb9b4ff2a.pdf\1-2,,,,,,,
D:/PareIT/Combined\18225_ALMA OP REPORT_9bf2874f-966e-41a0-b4de-450172883c91.pdf\1-3,,,,,,,
D:/PareIT/Combined\18225_ALMA REPORT 2_abe85870-aaa9-4003-addb-19fe722a6d1c.pdf\1-2,,,,,,,
D:/PareIT/Combined\18225_ALMA REPORT 3_f29b8546-55c7-4012-900c-defca9ca1324.pdf\1-2,,,,,,,
D:/PareIT/Combined\18225_ALMA REPORT 4_ab06f857-a9c4-4d44-9d1f-861787a490f7.pdf\1-1,,,,,,,
D:/PareIT/Combined\18225_ALMA REPORT_92ee628c-1ca6-4aee-b5d5-e80990c6a11c.pdf\1-2,,,,,,,
D:/PareIT/Combined\18225_MRI Lt. Shoulder_e5f10b7f-ed4e-4fed-b3b9-eebfd817aef7.pdf\1-3,,,,,,,1
D:/PareIT/Combined\18252_Kang 12-29-2018_07605675-9be7-480a-aa17-90947568a0fd.pdf\1-9,,,,,,,
D:/PareIT/Combined\18252_MED - MRI report (CS) - Amy_f654abc5-3243-4057-ac20-990d74707649.pdf\1-2,,,,,,,
D:/PareIT/Combined\18252_MED - MRI report (LS) - Amy_e8be6421-4e9c-4ef0-8bab-a2f8c6de18fa.pdf\1-2,,,,,,,
D:/PareIT/Combined\18252_Rx - Pain Management - Amy_47b415ef-a106-40a4-adc5-0cd9ecad8235.pdf\1-1,,,,,,4,1
D:/PareIT/Combined\18268_Segment 001 of +17074263656-0109-101727-395_6b43b6a0-d7ed-4151-86ab-e2b9724bde54.pdf\1-2,,,,,,,1
"D:/PareIT/Combined\18274_Ravade, Jade-initial_c63b73df-5d78-434c-819a-2bd8735cff15.pdf\1-6",,,,,,,1
D:/PareIT/Combined\18286_SCHNEIDMULLER REQUEST FOR PREOP CLEARANCE_6bbb2241-c654-4497-ae81-dc5525c8fb79.pdf\2-2,1,1,12,12,,18,1
D:/PareIT/Combined\18286_SCHNEIDMULLER REQUEST FOR PREOP CLEARANCE_6bbb2241-c654-4497-ae81-dc5525c8fb79.pdf\3-8,,,,,,,1
D:/PareIT/Combined\18286_SCHNEIDMULLER REQUEST FOR PREOP CLEARANCE_6bbb2241-c654-4497-ae81-dc5525c8fb79.pdf\9-10,,,,,,,
D:/PareIT/Combined\18286_SCHNEIDMULLER RX DME_b45d8de2-833d-4876-b881-02992296b92e.pdf\1-1,,,,,,,1
D:/PareIT/Combined\18289_1.9.19 Check off list_ba3e5677-8bf1-4d4f-a0f3-17e0590ce9fd.pdf\1-1,,,,,1,4,
D:/PareIT/Combined\18289_1.9.19 Check off list_ba3e5677-8bf1-4d4f-a0f3-17e0590ce9fd.pdf\2-2,1,,,,4,3,
D:/PareIT/Combined\18289_12.26.18 Check off list_b1d692fd-d338-458f-b675-220f20646633.pdf\1-2,,,,,1,5,
